airline_handle,id_str,created_at,tweet,retweet_count,favorite_count,lang,in_reply_to_status_id_str,user_id_str,place_country_code,place_full_name,place_type,sentiment
Delta,9.62695E+17,Sun Feb 11 14:27:16 +0000 2018,So @rebel7449 @PatWalkerTravel @Delta @DeltaAssist took care of everything,1,15,en,,22645363,,,,negative
Delta,9.62694E+17,Sun Feb 11 14:27:08 +0000 2018,@Delta  you just auto-rebooked me for a flight that lands after my next leg is boarding! Customer phone support isâ€_ https://t.co/RodkvFdLxJ,0,0,en,,134277539,,,,negative
Delta,9.62694E+17,Sun Feb 11 14:27:02 +0000 2018,Great news for @CVGairport @Delta congrats!  #AvGeek #FlightExplorer https://t.co/Rc44Xkbk9m,1,1,en,,23466458,,,,neutral
Delta,9.62694E+17,Sun Feb 11 14:24:50 +0000 2018,@BrantleyGilbert @ASPCA @PedigreeFound @Delta @atlantahumane @CustomK9Unltd @DAVHQ Your the bestâù_ï¸èâù_ï¸èâù_ï¸è,0,1,en,9.62381E+17,2230027759,,,,negative
Delta,9.62694E+17,Sun Feb 11 14:24:42 +0000 2018,Paid extra to be able to choose my seat for an @Delta flight only to find that when checking in two months later  mâ€_ https://t.co/Ms2eU9Y5Zr,0,0,en,,2917793884,,,,negative
Delta,9.62694E+17,Sun Feb 11 14:24:41 +0000 2018,@Delta It was the male flight attendant. He was friendly and more personable while making announcements later in the flight.,0,0,en,9.6268E+17,4737623500,,,,positive
Delta,9.62694E+17,Sun Feb 11 14:24:36 +0000 2018,@Delta you never cease to amaze me how frequently you can screw over a multi-year Platinum Medallion flyer. Moved fâ€_ https://t.co/ZYj18DyitC,0,0,en,,166630234,,,,negative
Delta,9.62694E+17,Sun Feb 11 14:24:34 +0000 2018,@EricRoberts @Delta You are a great actor!!!!!!!,0,0,en,9.62674E+17,79140059,,,,negative
Delta,9.62694E+17,Sun Feb 11 14:24:26 +0000 2018,@Delta Since I didnâ€™t get a response on here I called and spent almost two hours on the phone. Thanks.,0,0,en,9.62693E+17,1544739577,,,,negative
Delta,9.62693E+17,Sun Feb 11 14:22:29 +0000 2018,@Fundamismpaul @AmericanAir If I didn't already have an assload of flights already booked I would. I think theâ€_ https://t.co/7QeoXsvX1E,0,1,en,9.62665E+17,146869475,,,,neutral
Delta,9.62693E+17,Sun Feb 11 14:22:07 +0000 2018,#cloudsurfing this morning. @delta #travel #roadwarrior #pilot @ Georgia https://t.co/FgsbdqFFea,0,0,en,,218931748,US,Georgia  USA,admin,positive
Delta,9.62693E+17,Sun Feb 11 14:21:09 +0000 2018,@Delta On flight 2085 delayed into Atlanta. Missing connection to SJO. No other flights available to re book. Willâ€_ https://t.co/zzocnrWTcP,0,0,en,,9.06944E+17,,,,negative
Delta,9.62693E+17,Sun Feb 11 14:21:07 +0000 2018,@Delta wow. I think there is even less room between seats. Legs barely fit and there are people much taller than me. Unacceptable.,0,0,en,,3438701981,,,,negative
Delta,9.62693E+17,Sun Feb 11 14:20:30 +0000 2018,@Delta my last flight did not receive points and itâ€™s stating that it is not eligible for mileage. Why is this???,0,0,en,,873689598,,,,neutral
Delta,9.62692E+17,Sun Feb 11 14:18:29 +0000 2018,@Delta I've Sent DM  please let me know  asap,0,0,en,9.62692E+17,589106514,,,,neutral
Delta,9.62692E+17,Sun Feb 11 14:17:11 +0000 2018,@Delta two-hold time to find about delayed flight and rebook flight. Seriously unacceptable.,0,0,en,,87463449,,,,negative
Delta,9.62692E+17,Sun Feb 11 14:16:36 +0000 2018,RT @celticseren: Shameful display of customer service with @Delta at #yyc this morning. Over 40 passengers in the queue and NO ONE at the dâ€_,2,0,en,,3992965873,,,,negative
Delta,9.62692E+17,Sun Feb 11 14:15:22 +0000 2018,@thepointsguy @Delta TPG: thanks for awesome feedback. Can a member have a Delta Select &amp; Delta Platinum  for sameâ€_ https://t.co/E5obQtiuZr,0,0,en,9.62658E+17,9.49761E+17,,,,positive
Delta,9.62691E+17,Sun Feb 11 14:15:11 +0000 2018,The @Delta check-in staff at BWI are so rude. When it's busy or we're late it's our fault. @Delta  what's your excuâ€_ https://t.co/w6X9VQC2WP,0,0,en,,239924157,,,,negative
Delta,9.6269E+17,Sun Feb 11 14:11:09 +0000 2018,@Delta sorry  I'm on a device i can't DM  can i send by email?,0,0,en,9.6269E+17,589106514,,,,neutral
Delta,9.6269E+17,Sun Feb 11 14:11:04 +0000 2018,@swalder7 @Delta Has it arrived yet?,0,2,en,9.62405E+17,846010874,,,,negative
Delta,9.6269E+17,Sun Feb 11 14:10:55 +0000 2018,@SymoneDSanders @Delta Oh no not a whole hour ago...drive next time.,0,0,en,9.62489E+17,259090372,,,,negative
Delta,9.6269E+17,Sun Feb 11 14:10:23 +0000 2018,@Delta spirit already delayed my 6:30pm flight from MSP to DTW 3 hours. Can you guys pick up their slack and get us home on time?,0,0,en,,45753668,,,,negative
Delta,9.6269E+17,Sun Feb 11 14:09:40 +0000 2018,@EricRoberts @Delta Be safe!,0,0,en,9.62674E+17,8.93151E+17,,,,negative
Delta,9.6269E+17,Sun Feb 11 14:09:37 +0000 2018,@Delta I still am astounded that I have not been refunded this fee. NO ONE cares at Delta that your agents DO NOT uâ€_ https://t.co/rTRC5rwU19,0,0,en,9.59892E+17,9.57343E+17,,,,negative
Delta,9.6269E+17,Sun Feb 11 14:09:24 +0000 2018,RT @alexs_journey: Hi! We arrived safely in Atlanta thanks to @VirginAtlantic who were amazing as usual. Thank you! Next flight on @Delta tâ€_,53,0,en,,7.79955E+17,,,,positive
Delta,9.6269E+17,Sun Feb 11 14:08:32 +0000 2018,Shameful display of customer service with @Delta at #yyc this morning. Over 40 passengers in the queue and NO ONE aâ€_ https://t.co/cnkazCZDIw,2,1,en,,840365690,,,,negative
Delta,9.6269E+17,Sun Feb 11 14:08:18 +0000 2018,Hi @Delta in will miss my flight from JFK to lax today at 6:15pm  I'm on an Award ticket  can you please rebook in a later flight?,0,0,en,9.62689E+17,589106514,,,,negative
Delta,9.62689E+17,Sun Feb 11 14:06:11 +0000 2018,@BarstoolBigCat missed my connecting flight today cause it took an hour to â€œde-iceâ€ù the plane. Clearly no one atâ€_ https://t.co/a291MSVk5N,0,0,en,,340322946,,,,negative
Delta,9.62689E+17,Sun Feb 11 14:03:42 +0000 2018,@BrantleyGilbert @ASPCA @PedigreeFound @Delta @atlantahumane @CustomK9Unltd @DAVHQ This is why I love this man!!!!â€_ https://t.co/DKDu7kfzJC,0,2,en,9.62381E+17,1483735963,,,,positive
Delta,9.62688E+17,Sun Feb 11 14:03:17 +0000 2018,RT @DaughertyMJ: Does the screaming baby right behind me in @delta #comfort that is kicking my seat come free or is that extra?  LOL https:â€_,1,0,en,,460629863,,,,neutral
Delta,9.62688E+17,Sun Feb 11 14:02:06 +0000 2018,@Delta @autumnjevicky Why DM?  All other paying passengers  who were not on your flight  deserve to know how you haâ€_ https://t.co/Q7V7KvvaPk,0,0,en,9.62679E+17,316513037,,,,negative
Delta,9.62688E+17,Sun Feb 11 14:01:56 +0000 2018,@Delta Thank you @Delta. It should not be this hard. Most aircraft have seats that work great for #tallpeople but sâ€_ https://t.co/hiJDHcusbq,0,0,en,9.62685E+17,5968502,,,,positive
Delta,9.62688E+17,Sun Feb 11 14:00:34 +0000 2018,@EJCII @thepointsguy @Delta It's the first paragraph on the page when you click on it,0,0,en,9.6266E+17,8.89878E+17,,,,neutral
Delta,9.62688E+17,Sun Feb 11 14:00:23 +0000 2018,Does the screaming baby right behind me in @delta #comfort that is kicking my seat come free or is that extra?  LOL https://t.co/aCu2SpKOto,1,2,en,,620530422,,,,negative
Delta,9.62688E+17,Sun Feb 11 13:59:26 +0000 2018,@nevercared2292 @SymoneDSanders @TheBBWH @Delta Annnd she blocked me.,0,0,en,9.62499E+17,6144512,,,,negative
Delta,9.62687E+17,Sun Feb 11 13:57:24 +0000 2018,@delta i need an emergency new flight from philadelphia that can get me to tokyo today. my phone is japanese and caâ€_ https://t.co/64ajzXA21X,0,0,en,,76521584,,,,negative
Delta,9.62687E+17,Sun Feb 11 13:56:52 +0000 2018,RT @BunnyVicious: @SpiritAirlines = 0 communication = stressâ¬†+fundsâ¬‡. Not worth the $.  @Delta = owns up to mistakes b4 u complain! #teamDeâ€_,1,0,en,,7.58685E+17,,,,negative
Delta,9.62687E+17,Sun Feb 11 13:56:42 +0000 2018,@Delta figure your shit out. Sitting on a plane for an hour on the tarmac is not acceptable. Don't even try blamingâ€_ https://t.co/q8D618Oyd5,0,0,en,,3127375648,,,,negative
Delta,9.62687E+17,Sun Feb 11 13:56:39 +0000 2018,@matt622h @Delta Take the money   I would have had my buddy Marcel get in the sites of South beach if I knew you were in the MIA,0,0,en,9.62655E+17,385506698,,,,neutral
Delta,9.62687E+17,Sun Feb 11 13:56:35 +0000 2018,RT @BunnyVicious: How you gonna rob me on my honeymoon @SpiritAirlines ?! @delta what took me so long 2come back 2u?!  I'm #teamDelta 4 lifâ€_,1,0,en,,7.58685E+17,,,,neutral
Delta,9.62687E+17,Sun Feb 11 13:56:09 +0000 2018,@Delta There's no way to extend our trip for the same price? I saw the ticket prices hiked up and just wanted to make sure.,0,0,en,9.62656E+17,165217883,,,,negative
Delta,9.62686E+17,Sun Feb 11 13:54:08 +0000 2018,RT @theannesteele: Thx @Delta 4 the upgrade! U always take good care of us! #deltamedallionlife #statusmatters #firstclass @kcarpenter123 #â€_,2,0,en,,251889347,,,,positive
Delta,9.62686E+17,Sun Feb 11 13:53:33 +0000 2018,Flight attendant on @Delta... oh would you like to move here? https://t.co/wmqoIybxnJ,0,0,en,,5968502,,,,negative
Delta,9.62686E+17,Sun Feb 11 13:53:16 +0000 2018,@Delta thanks@for always taking care of every detail!!!  #flydelta,0,0,en,,277194350,US,Paradise  NV,city,negative
Delta,9.62686E+17,Sun Feb 11 13:53:05 +0000 2018,RT @theannesteele: Thx @Delta 4 the upgrade! U always take good care of us! #deltamedallionlife #statusmatters #firstclass @kcarpenter123 #â€_,2,0,en,,9.54132E+17,,,,positive
Delta,9.62686E+17,Sun Feb 11 13:52:39 +0000 2018,Thx @Delta 4 the upgrade! U always take good care of us! #deltamedallionlife #statusmatters #firstclassâ€_ https://t.co/32SR1euHS8,2,16,en,,70809033,,,,positive
Delta,9.62686E+17,Sun Feb 11 13:51:48 +0000 2018,RT @alexs_journey: Hi! We arrived safely in Atlanta thanks to @VirginAtlantic who were amazing as usual. Thank you! Next flight on @Delta tâ€_,53,0,en,,1480356342,,,,positive
Delta,9.62685E+17,Sun Feb 11 13:50:08 +0000 2018,@GovMikeHuckabee @Delta Iâ€™m sure that makes your wife quite happy . I bet she packs your bag . Early.,0,0,en,9.62168E+17,1590470149,,,,negative
Delta,9.62685E+17,Sun Feb 11 13:49:38 +0000 2018,RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFFâ€_,791320,0,en,,8.69607E+17,,,,negative
Delta,9.62684E+17,Sun Feb 11 13:46:43 +0000 2018,â€œComfort Plusâ€ù on @Delta. Jammed in. At least the seat in front isnâ€™t pushed forward too much  but the guy in frontâ€_ https://t.co/9cVmUD0sv9,0,0,en,,5968502,,,,negative
Delta,9.62684E+17,Sun Feb 11 13:46:30 +0000 2018,@Delta I have their booking reference and everything that I can give you but I kind of have to explain to someone what has happened,0,0,en,9.62682E+17,7.64863E+17,,,,neutral
Delta,9.62684E+17,Sun Feb 11 13:45:44 +0000 2018,"I appreciate @Delta's customer support survey:  Simple as: ""How likely are you (1-5) to hire the representative youâ€_ https://t.co/u6R6xiItv8",0,9,en,,2304010452,,,,negative
Delta,9.62684E+17,Sun Feb 11 13:45:16 +0000 2018,. @Delta Iâ€™ve sat on your planes 12+ hours more than I should have in the past two days. Iâ€™ve missed work functionsâ€_ https://t.co/KIDOwdMpJx,0,0,en,9.62684E+17,1168057026,,,,negative
Delta,9.62684E+17,Sun Feb 11 13:45:16 +0000 2018,Hey @Delta we are at this again... my entire weekend has royally sucked. Flights are in a â€œholdâ€ù here in Detroit- sâ€_ https://t.co/N1w8mYjwkq,0,0,en,,1168057026,,,,negative
Delta,9.62684E+17,Sun Feb 11 13:44:44 +0000 2018,@WandrMe Enjoying 3-3-3 in the back of my @delta 777. ATL-LAX,0,0,en,9.62675E+17,20882517,US,Georgia  USA,admin,positive
Delta,9.62684E+17,Sun Feb 11 13:44:36 +0000 2018,@Delta Itâ€™s a very long drawn out story but I wanted to know whether I can possibly  reschedule a flight that my faâ€_ https://t.co/XSGSGglPVT,0,0,en,9.62682E+17,7.64863E+17,,,,negative
Delta,9.62684E+17,Sun Feb 11 13:44:06 +0000 2018,@Delta Tweeting that youâ€™re taking actions is not actually the same as taking actions. @koreanair gives meal voucheâ€_ https://t.co/IiUDVHEuMn,0,1,en,9.62678E+17,245974841,,,,negative
Delta,9.62683E+17,Sun Feb 11 13:43:22 +0000 2018,@Delta Finally got thru to a rep. She was awesome. Still unsure why thereâ€™s no ability to cancel thru site or app.,0,0,en,9.62681E+17,96650193,,,,negative
Delta,9.62683E+17,Sun Feb 11 13:43:02 +0000 2018,Research conducted @NASAArmstrong influenced wingtip design in modern airliners. My @BoeingAirplanes @delta 777 andâ€_ https://t.co/86hN5BIZxj,0,2,en,,20882517,US,Hartsfield-Jackson Atlanta International Airport (ATL),poi,neutral
Delta,9.62683E+17,Sun Feb 11 13:40:29 +0000 2018,@Delta H4BYC3 return should be March 1 not March 8.  When I tried to cancel on the website I got an error message.,0,0,en,9.62558E+17,17134070,,,,negative
Delta,9.62683E+17,Sun Feb 11 13:40:22 +0000 2018,@swalder7 @Delta Well? Did it?,0,0,en,9.62405E+17,926768780,,,,negative
Delta,9.62683E+17,Sun Feb 11 13:40:20 +0000 2018,RT @GovMikeHuckabee: Just boarded @Delta flight to Tel Aviv. I go so often &amp; have some flight attendants that we know by name and without aâ€_,686,0,en,,7.65719E+17,,,,negative
Delta,9.62683E+17,Sun Feb 11 13:39:35 +0000 2018,@Delta Trying to protect my ID at all times. Does my travel agent need my passport to book my trip to Rio de Janero  Brazil?,0,0,en,,8.20315E+17,,,,neutral
Delta,9.62682E+17,Sun Feb 11 13:39:12 +0000 2018,@formersovietrep @Delta You are letting your booking company know about this right? Also sending an email to Delta.,0,0,en,9.62671E+17,15087653,,,,negative
Delta,9.62682E+17,Sun Feb 11 13:38:42 +0000 2018,@SymoneDSanders @Delta You could have driven faster.,0,0,en,9.62489E+17,358309857,,,,negative
Delta,9.62682E+17,Sun Feb 11 13:38:06 +0000 2018,@Delta flight was canceled  you auto-booked me on a flight SEVEN hours later and no one is able to rebook me on theâ€_ https://t.co/HB3ADa4T6h,0,0,en,,22990385,,,,negative
Delta,9.62682E+17,Sun Feb 11 13:37:47 +0000 2018,Oh the financial executives have taken over.  It's too late.  But thanks! @Delta https://t.co/r3GoJFJH80,0,1,en,,620530422,,,,neutral
Delta,9.62682E+17,Sun Feb 11 13:37:20 +0000 2018,@Brentb233 @nevercared2292 @Delta @SymoneDSanders Sorry about that,0,0,en,9.62585E+17,1689570980,,,,negative
Delta,9.62681E+17,Sun Feb 11 13:33:03 +0000 2018,What do you do when you run into your friend/roommate/business partner whom you barely ever see at the @ATLairportâ€_ https://t.co/SGVTXKIyR7,0,7,en,,7.91132E+17,,,,negative
Delta,9.62681E+17,Sun Feb 11 13:32:22 +0000 2018,And then F concourse @delta @HartsfieldATL there isn't one passenger at help desk yet 4 agents hanging. Let's try uâ€_ https://t.co/qEqIo9Kfk4,0,1,en,,620530422,,,,negative
Delta,9.62681E+17,Sun Feb 11 13:32:05 +0000 2018,@BrantleyGilbert @ASPCA @PedigreeFound @Delta @atlantahumane @CustomK9Unltd @DAVHQ This is amazing ,0,2,en,9.62381E+17,298317430,,,,positive
Delta,9.6268E+17,Sun Feb 11 13:30:43 +0000 2018,@Delta Fantastic that you can no longer cancel a flight online. U get redirected to some ridiculous form to requestâ€_ https://t.co/K05RogB46o,0,0,en,,96650193,,,,negative
Delta,9.6268E+17,Sun Feb 11 13:30:04 +0000 2018,@BrantleyGilbert @ASPCA @PedigreeFound @Delta @atlantahumane @CustomK9Unltd @DAVHQ @sarahbert731 my heart,0,2,en,9.62381E+17,20000467,,,,neutral
Delta,9.6268E+17,Sun Feb 11 13:28:52 +0000 2018,RT @EricRoberts: Hi! @DeltaAssist May need a bit of a ride from ticket counter to gate due to slightly injured hip. Thanks  guys! @Delta,1,0,en,,331498161,,,,positive
Delta,9.6268E+17,Sun Feb 11 13:27:47 +0000 2018,@delta in lower @HartsfieldATL check-in.  Someone rescue your poor staff (too late  this was 45 minutes ago). Peoplâ€_ https://t.co/NvUz4EDqEG,0,0,en,,620530422,,,,negative
Delta,9.62679E+17,Sun Feb 11 13:26:40 +0000 2018,@Delta hey guys â€” I need your help again,0,0,en,,7.64863E+17,,,,negative
Delta,9.62679E+17,Sun Feb 11 13:25:08 +0000 2018,@SymoneDSanders @Delta Let Symone go! Should we start a go fund me page?,0,0,en,9.62489E+17,3019533567,,,,neutral
Delta,9.62679E+17,Sun Feb 11 13:24:50 +0000 2018,RT @jennargibson: #Soohorang is ready to take off for #Seoul! Let's go~ @pyeongchang2018 @Delta #PyeongChang2018 #Olympics https://t.co/d1Pâ€_,2,0,en,,66116209,,,,neutral
Delta,9.62679E+17,Sun Feb 11 13:23:47 +0000 2018,I tell you what... @Delta was going to try to shake every dime they could out of me today.  ALL of my students &amp; huâ€_ https://t.co/BOUOMs6VYg,0,0,en,,24118491,,,,negative
Delta,9.62678E+17,Sun Feb 11 13:22:42 +0000 2018,RT @Kostennn: Dreamy flight. @Delta blessed me with this view yesterday flying over Seattle. Shot on #iPhoneX https://t.co/KhM8rhlGMv,10,0,en,,3099794047,,,,positive
Delta,9.62678E+17,Sun Feb 11 13:22:09 +0000 2018,Still waiting for a response to my complaint from @Delta . I make that at least six weeks now. Not good enough. #Delta,0,1,en,,27256770,,,,negative
Delta,9.62678E+17,Sun Feb 11 13:21:32 +0000 2018,@GovMikeHuckabee @Delta Flight attendant: Hereâ€™s your coke  Zero!,0,0,en,9.62168E+17,18078847,US,Edina  MN,city,negative
Delta,9.62678E+17,Sun Feb 11 13:20:49 +0000 2018,Iâ€™ve missed out on so many @Delta skymiles this year because of flight delays and having to drive. Iâ€™ll never hit platinum at this pace. ,0,1,en,,80398342,,,,negative
Delta,9.62678E+17,Sun Feb 11 13:20:31 +0000 2018,RT @jennargibson: #Soohorang is ready to take off for #Seoul! Let's go~ @pyeongchang2018 @Delta #PyeongChang2018 #Olympics https://t.co/d1Pâ€_,2,0,en,,87532425,,,,neutral
Delta,9.62676E+17,Sun Feb 11 13:15:27 +0000 2018,@Delta My suitcase finally arrived...with half of my belongings missing! Half of the things I packed are not in myâ€_ https://t.co/FF3pNKwkZU,0,0,en,9.62537E+17,274546233,,,,negative
Delta,9.62676E+17,Sun Feb 11 13:14:28 +0000 2018,@Delta one person working the check in your bags counter at PHX is a joke for sky priority,0,0,en,,859141194,,,,negative
Delta,9.62676E+17,Sun Feb 11 13:11:52 +0000 2018,@Delta Will DM. Thanks.,0,0,en,9.61972E+17,15963165,GB,Edinburgh  Scotland,city,positive
Delta,9.62675E+17,Sun Feb 11 13:11:15 +0000 2018,@Delta flight DL 1256 no one from row 30 and back got service. Attendants were to busy socializing and ran out of time.,0,0,en,,728976302,,,,negative
Delta,9.62675E+17,Sun Feb 11 13:10:16 +0000 2018,@Delta Oh No! I got off that flight and PAID @united to get me to my destination Safely!,0,0,en,9.62671E+17,54111095,,,,negative
Delta,9.62675E+17,Sun Feb 11 13:09:51 +0000 2018,RT @Scaramucci: A big shout out to Bob Valente who is the man at LGA for @Delta. Huge @seanhannity fan and all around good guy!! Thanks forâ€_,118,0,en,,559656338,,,,positive
Delta,9.62675E+17,Sun Feb 11 13:09:47 +0000 2018,RT @Delta: @Scaramucci Hi  Anthony. Thanks for publicly complimenting our LGA coworker Bob Valente. We're proud of him too. Happy travels!â€_,27,0,en,,559656338,,,,positive
Delta,9.62675E+17,Sun Feb 11 13:09:18 +0000 2018,@Delta Well thank you very much for your kindness,0,0,en,9.62674E+17,479077623,KW,Abdullah Al Mubarak - West Jleeb  Kuwait,city,positive
Delta,9.62675E+17,Sun Feb 11 13:08:47 +0000 2018,@GovMikeHuckabee @Delta Omg Gov Mike the MS media will have a field day hearing you drink Coke Zero cause you knowâ€_ https://t.co/0ZnaaNltrk,0,0,en,9.62168E+17,8.27164E+17,,,,neutral
Delta,9.62674E+17,Sun Feb 11 13:07:38 +0000 2018,#Soohorang is ready to take off for #Seoul! Let's go~ @pyeongchang2018 @Delta #PyeongChang2018 #Olympics https://t.co/d1PNFOnK9Y,2,7,en,,182974187,,,,neutral
Delta,9.62674E+17,Sun Feb 11 13:07:24 +0000 2018,See you in a few hours! @Delta,0,14,en,,22645363,,,,negative
Delta,9.62674E+17,Sun Feb 11 13:06:28 +0000 2018,Had a lovely first-ever experience with @Delta . BRU-ATL-MIA-ATL-BRU. Flying the MD-90 and 767-3 with @skyteam liveâ€_ https://t.co/SGurtcpNjy,0,1,en,,2743078972,,,,positive
Delta,9.62674E+17,Sun Feb 11 13:06:00 +0000 2018,RT @EvilRegal715: Hey @Delta! Can we play letâ€™s make a deal!? Iâ€™m trying to get my BFF @ELIZHACKETT to Chicago from Ireland so she can meetâ€_,10,0,en,,8.54149E+17,,,,neutral
Delta,9.62674E+17,Sun Feb 11 13:04:33 +0000 2018,RT @SymoneDSanders: Dear @Delta: flight 1270 from Pensacola to Atlanta literally landed over an hour ago  but we are ALLLL STILL ON THE PLAâ€_,161,0,en,,100440722,,,,neutral
Delta,9.62674E+17,Sun Feb 11 13:03:59 +0000 2018,@Delta Thank. How can I upgrade my reservation from MAIN CABIN to Delta COMFORT+ or First Class? Can I do this throâ€_ https://t.co/TNdWf3Un3Q,0,0,en,9.62671E+17,479077623,KW,Abdullah Al Mubarak - West Jleeb  Kuwait,city,neutral
Delta,9.62673E+17,Sun Feb 11 13:03:30 +0000 2018,@Aeromexico @Delta AM405 DL1026. Gate personnel Jianery Garcia require training on customer care... treated so badâ€_ https://t.co/ZrwpTFBC1L,0,0,en,,47612006,,,,negative
Delta,9.62673E+17,Sun Feb 11 13:01:39 +0000 2018,Heading back to the mitten  fantastic @the_navc #vmx2018 !!!  @delta #navcboardmembersrockâ€_ https://t.co/t6URXwHIuS,1,2,en,,1872135230,,,,positive
Delta,9.62673E+17,Sun Feb 11 13:00:25 +0000 2018,@delta when you are a silver medallion are you supposed to be in the skypriority lane and not in zone 1?? Is the maâ€_ https://t.co/QzKOU2Nhg2,0,0,en,,463680431,,,,neutral
Delta,9.62672E+17,Sun Feb 11 12:59:21 +0000 2018,Wow @Delta your new info video is an all white people video. Not just white but blonde white. I guess this is Trump America now. #shame,0,0,en,,36571739,US,Dania Beach  FL,city,negative
Delta,9.62672E+17,Sun Feb 11 12:56:27 +0000 2018,.@inflightFeed Delicious hot lunch on @Delta ATL-JFK of Roasted salmon  Brown rice  feta cheese and veggies with aâ€_ https://t.co/WY0NQrzuQs,0,4,en,,2183234469,,,,positive
Delta,9.62672E+17,Sun Feb 11 12:56:05 +0000 2018,@matt622h @Delta Getting a little ridiculous,0,0,en,9.62655E+17,82448793,,,,negative
Delta,9.62671E+17,Sun Feb 11 12:54:29 +0000 2018,@KLM @Delta bag lost in AMS. Called to send to LHR. Bag found and sent to LUX. Called again and asked to go to ourâ€_ https://t.co/N8glUZC1tC,0,0,en,,29824725,,,,negative
Delta,9.6267E+17,Sun Feb 11 12:51:07 +0000 2018,@CharlesMBlow @Delta @Delta operates (in US)..almost with Monopolistic tendencies...were passengers are taken for gâ€_ https://t.co/v2CVN1htK2,0,1,en,9.6217E+17,130456102,,,,negative
Delta,9.6267E+17,Sun Feb 11 12:50:52 +0000 2018,RT @AirbusInTheUS: We salute the first African-American female Captain for @Delta - Stephanie Johnson. She was also Northwest's first everâ€_,15,0,en,,21680862,,,,positive
Delta,9.6267E+17,Sun Feb 11 12:48:37 +0000 2018,@nic_williams @Delta Thatâ€™s awesome!!,0,0,en,9.62553E+17,299916062,,,,negative
Delta,9.6267E+17,Sun Feb 11 12:48:15 +0000 2018,@Delta Hi  It's the first flight aboard your air lines. I have a question if my reservation is JFK to RST via MSP Iâ€_ https://t.co/6zQ8UUrXMa,0,0,en,,479077623,KW,Abdullah Al Mubarak - West Jleeb  Kuwait,city,neutral
Delta,9.62669E+17,Sun Feb 11 12:47:03 +0000 2018,@FlyersRights @CharlesMBlow @Delta They do in Europe...but not in the US - Why?...People dont have rights there or demand it?,0,0,en,9.62363E+17,130456102,,,,negative
Delta,9.62669E+17,Sun Feb 11 12:45:52 +0000 2018,@Delta itâ€™s 2018. No 3 hour flight should have this seatback #FirstWorldProblems https://t.co/YQQDK8EDA2,0,0,en,,2945507808,,,,negative
Delta,9.62668E+17,Sun Feb 11 12:41:34 +0000 2018,RT @SymoneDSanders: Dear @Delta: flight 1270 from Pensacola to Atlanta literally landed over an hour ago  but we are ALLLL STILL ON THE PLAâ€_,161,0,en,,2867236818,,,,neutral
Delta,9.62668E+17,Sun Feb 11 12:40:41 +0000 2018,Itâ€™s my birthday @Delta and weâ€™re stuck on a plane in MSN and will miss our connection in ATL to EYW. any tips?,0,1,en,,332997431,,,,negative
Delta,9.62668E+17,Sun Feb 11 12:40:33 +0000 2018,I'm finally back in the air!! I'm so excited to share #tech tips with my fellow #EventProfs &amp; suppliers at #DSDC18.â€_ https://t.co/E3tKR9PYMg,0,2,en,,18834382,US,College Park  GA,city,positive
Delta,9.62667E+17,Sun Feb 11 12:39:50 +0000 2018,@Delta DL1952 has been sitting on the ground for 50 mins due to bags being delayed and de-icing?! Both very expecteâ€_ https://t.co/dRy9WR6vaM,0,0,en,,29387542,,,,negative
Delta,9.62667E+17,Sun Feb 11 12:39:10 +0000 2018,@Delta Flight was 6am...,0,0,en,9.62667E+17,35112695,,,,negative
Delta,9.62667E+17,Sun Feb 11 12:37:45 +0000 2018,@delta got us sitting on a plane with the heat turned all the way up 40 past take off and no ones said anything,0,0,en,,233020495,,,,negative
Delta,9.62666E+17,Sun Feb 11 12:32:35 +0000 2018,@paula_greif @Delta What???! You back you ok??,0,0,en,9.6174E+17,2650812325,,,,neutral
Delta,9.62665E+17,Sun Feb 11 12:29:41 +0000 2018,DC has been great but Iâ€™m ready to leave and see family. Thanks @Delta for being my ride home.,0,1,en,,34782152,US,Arlington  VA,city,positive
Delta,9.62665E+17,Sun Feb 11 12:29:35 +0000 2018,RT @CatherinVaritek: Love that @Delta offers the active military members to board first. Hope other airlines follow this lead. âù_ï¸è,5,0,en,,9.02334E+17,,,,neutral
Delta,9.62665E+17,Sun Feb 11 12:28:08 +0000 2018,RT @GovMikeHuckabee: Just boarded @Delta flight to Tel Aviv. I go so often &amp; have some flight attendants that we know by name and without aâ€_,686,0,en,,949990633,,,,negative
Delta,9.62664E+17,Sun Feb 11 12:25:23 +0000 2018,So my @Delta flight through @WestJet flight is cancelled without reason but the phone wait time for @WestJet is 6 hours?! This is absurd.,0,0,en,,149766025,,,,negative
Delta,9.62663E+17,Sun Feb 11 12:23:16 +0000 2018,@JaredP_WKRN @WKRN @Fly_Nashville Just pushed off gate here at BNA. @Delta on time this rainy morn.,0,0,en,9.6265E+17,2871721990,,,,neutral
Delta,9.62663E+17,Sun Feb 11 12:22:45 +0000 2018,@Delta @Aeromexico Chaos in your boarding of AM405 from JFK to Mex  and very unrespectful personnel,0,0,en,,47612006,,,,negative
Delta,9.62663E+17,Sun Feb 11 12:20:46 +0000 2018,I'm at @Delta Sky Club in Romulus  MI  MI https://t.co/iwYxvPkBoO,6,11,en,,133879298,US,Romulus  MI,city,neutral
